name,group,style,fidelity_pass,k4_gate2,binary_gate2,m_gate2,colour_pass,colour_verdict,colour_raw_threshold,colour_de,colour_threshold,mask_fallback,product_pass,product_retrieved,product_top1_style,verdict_pre_k4,verdict_k4,verdict_m
wrong_00,N4_wrong_style,Dress,false,false,false,false,false,fail,4.3,20.93,4.3,false,false,Sweater,Menswear || Sweater || Knitwear || Beige || Solid,REJECT,REJECT,REJECT
wrong_85,N4_wrong_style,Sweater,false,false,false,false,false,fail,3.2,5.05,3.75,false,false,Bikini top,Ladieswear || Bikini top || Swimwear || Black || All over pattern,REJECT,REJECT,REJECT
wrong_86,N4_wrong_style,Sweater,false,false,false,false,false,escalate,3.2,4.07,3.75,false,false,Bikini top,Ladieswear || Bikini top || Swimwear || Orange || All over pattern,REJECT,REJECT,REJECT
wrong_87,N4_wrong_style,Sweater,false,false,false,false,false,fail,3.2,4.34,3.75,false,false,Bikini top,Ladieswear || Bikini top || Swimwear || White || All over pattern,REJECT,REJECT,REJECT
wrong_88,N4_wrong_style,Sweater,false,false,false,false,false,escalate,3.2,3.93,3.75,false,false,Bikini top,Ladieswear || Bikini top || Swimwear || White || All over pattern,REJECT,REJECT,REJECT
wrong_89,N4_wrong_style,Sweater,false,false,false,false,false,fail,3.2,5.81,3.75,false,false,Bikini top,Ladieswear || Bikini top || Swimwear || Orange || All over pattern,REJECT,REJECT,REJECT
wrong_90,N4_wrong_style,Sweater,false,false,false,false,false,fail,3.2,4.69,3.75,false,false,Bikini top,Ladieswear || Bikini top || Swimwear || Orange || All over pattern,REJECT,REJECT,REJECT
wrong_91,N4_wrong_style,Sweater,false,false,false,false,false,escalate,3.2,3.94,3.75,false,false,Bikini top,Ladieswear || Bikini top || Swimwear || Black || All over pattern,REJECT,REJECT,REJECT
wrong_92,N4_wrong_style,Sweater,false,false,false,false,false,fail,3.2,5.04,3.75,false,false,Bikini top,Ladieswear || Bikini top || Swimwear || Orange || All over pattern,REJECT,REJECT,REJECT
wrong_93,N4_wrong_style,Sweater,false,false,false,false,false,fail,3.2,4.76,3.75,false,false,Bikini top,Ladieswear || Bikini top || Swimwear || Orange || All over pattern,REJECT,REJECT,REJECT
wrong_94,N4_wrong_style,Sweater,false,false,false,false,false,fail,3.2,5.99,3.75,false,false,Bikini top,Ladieswear || Bikini top || Swimwear || Green || All over pattern,REJECT,REJECT,REJECT
wrong_95,N4_wrong_style,Sweater,false,false,false,false,false,fail,3.2,4.68,3.75,false,false,Bikini top,Ladieswear || Bikini top || Swimwear || Orange || All over pattern,REJECT,REJECT,REJECT
underwear_seed42,N1_malformed,Underwear bottom,true,false,false,false,true,pass,23.72,4.44,8.0,false,false,Swimwear bottom,Ladieswear || Swimwear bottom || Swimwear || Black || Solid,REJECT,REJECT,REJECT
underwear_seed44,N1_malformed,Underwear bottom,false,false,false,false,true,pass,23.72,3.26,8.0,false,false,Swimwear bottom,Ladieswear || Swimwear bottom || Swimwear || Khaki green || Solid,REJECT,REJECT,REJECT
underwear_seed45,N1_malformed,Underwear bottom,true,false,false,false,true,pass,23.72,3.82,8.0,false,false,Swimwear bottom,Ladieswear || Swimwear bottom || Swimwear || Red || Solid,REJECT,REJECT,REJECT
swatch_concat-0.15_s43,N2_swatch,Sweater,false,false,false,false,false,fail,3.2,4.26,3.75,true,true,Sweater,Divided || Sweater || Knitwear || Pink || Melange,REJECT,REJECT,REJECT
swatch_concat-style-only-1.0_s42,N2_swatch,Sweater,false,false,false,false,true,pass,3.2,3.21,3.75,true,false,Skirt,Ladieswear || Skirt || Knitwear || Beige || Solid,REJECT,REJECT,REJECT
clone_Sweater,N3_clone,Sweater,true,true,true,true,true,pass,3.2,0.0,3.75,false,true,Sweater,Ladieswear || Sweater || Knitwear || Beige || Melange,REJECT,REJECT,REJECT
clone_Dress,N3_clone,Dress,true,true,true,true,true,pass,4.3,0.0,4.3,false,true,Dress,Ladieswear || Dress || Blouses || Orange || Solid,REJECT,REJECT,REJECT
clone_Top,N3_clone,Top,true,false,true,true,true,pass,1.12,0.0,2.62,false,true,Top,Ladieswear || Top || Jersey Basic || White || Solid,REJECT,REJECT,REJECT
clone_Bikini top,N3_clone,Bikini top,false,false,false,false,true,pass,13.82,0.0,7.35,false,true,Bikini top,Divided || Bikini top || Swimwear || Black || Solid,REJECT,REJECT,REJECT
submitted_Sweater,P1_approved,Sweater,true,true,true,true,true,pass,3.2,2.75,3.75,false,true,Sweater,Divided || Sweater || Knitwear || Orange || Solid,PASS_PENDING_HUMAN,PASS_PENDING_HUMAN,PASS_PENDING_HUMAN
submitted_Dress,P1_approved,Dress,true,true,true,true,true,pass,4.3,1.67,4.3,false,true,Dress,Ladieswear || Dress || Dresses Ladies || Red || Solid,PASS_PENDING_HUMAN,PASS_PENDING_HUMAN,PASS_PENDING_HUMAN
submitted_Top,P1_approved,Top,true,false,true,true,true,pass,1.12,1.02,2.62,false,true,Top,Divided || Top || Jersey Fancy || White || Solid,REJECT,REJECT,REJECT
submitted_Bikini top,P1_approved,Bikini top,false,false,false,false,true,pass,13.82,2.34,7.35,false,true,Bikini top,Ladieswear || Bikini top || Swimwear || Orange || All over pattern,REJECT,REJECT,REJECT
h3_underwear_seed43,P2_coherent,Underwear bottom,true,false,false,false,true,pass,23.72,3.54,8.0,false,false,Swimwear bottom,Ladieswear || Swimwear bottom || Swimwear || Black || Solid,INCONCLUSIVE,REJECT,REJECT
clean_sweater_concat-0.25-nat_s43,P2_coherent,Sweater,false,false,false,false,false,fail,3.2,5.79,3.75,false,true,Sweater,Ladieswear || Sweater || Knitwear || Khaki green || Melange,REJECT,REJECT,REJECT
clean_sweater_concat-0.35-nat_s43,P2_coherent,Sweater,false,false,false,false,true,pass,3.2,3.03,3.75,false,true,Sweater,Ladieswear || Sweater || Knitwear || Beige || Melange,REJECT,REJECT,REJECT
clean_sweater_single-0.35-nat_s43,P2_coherent,Sweater,false,false,false,false,false,escalate,3.2,3.83,3.75,false,true,Sweater,Menswear || Sweater || Knitwear || Beige || Solid,REJECT,REJECT,REJECT
m3_sweater,P2_coherent,Sweater,false,false,false,false,true,escalate,3.2,3.42,3.75,false,true,Sweater,Menswear || Sweater || Knitwear || Beige || Solid,REJECT,REJECT,REJECT
m3_dress,P2_coherent,Dress,true,false,false,false,false,fail,4.3,5.77,4.3,false,true,Dress,Baby/Children || Dress || Dresses/Skirts girls || Pink || Solid,REJECT,REJECT,REJECT
m3_coral_dress_attempt1,H1_wrong_attribute,Dress,true,false,false,false,false,fail,4.3,6.01,4.3,false,true,Dress,Baby/Children || Dress || Dresses/Skirts girls || Pink || Solid,REJECT,REJECT,REJECT
m3_coral_dress_attempt2,H1_wrong_attribute,Dress,true,false,false,false,false,fail,4.3,5.77,4.3,false,true,Dress,Baby/Children || Dress || Dresses/Skirts girls || Pink || Solid,REJECT,REJECT,REJECT
H1_wrong_attribute_Sweater,H1_wrong_attribute,Sweater,false,false,false,false,false,fail,3.2,4.82,3.75,false,true,Sweater,Menswear || Sweater || Knitwear || Beige || Solid,REJECT,REJECT,REJECT
H2_change_absent_Sweater,H2_change_absent,Sweater,false,false,false,false,true,escalate,3.2,3.48,3.75,false,true,Sweater,Menswear || Sweater || Knitwear || Beige || Solid,REJECT,REJECT,REJECT
H3_averaged_garment_Sweater,H3_averaged_garment,Sweater,false,false,false,false,true,pass,3.2,0.92,3.75,false,true,Sweater,"Ladieswear || Sweater || Under-, Nightwear || Orange || Solid",REJECT,REJECT,REJECT
H1_wrong_attribute_Dress,H1_wrong_attribute,Dress,true,false,false,false,false,fail,4.3,54.19,4.3,false,true,Dress,Ladieswear || Dress || Blouses || Orange || Solid,PASS_PENDING_HUMAN,REJECT,REJECT
H2_change_absent_Dress,H2_change_absent,Dress,true,true,false,false,false,fail,4.3,6.45,4.3,false,true,Dress,Baby/Children || Dress || Dresses/Skirts girls || Blue || Stripe,REJECT,REJECT,REJECT
H3_averaged_garment_Dress,H3_averaged_garment,Dress,true,true,true,true,true,pass,4.3,2.5,4.3,false,true,Dress,Ladieswear || Dress || Special Offers || Red || Solid,REJECT,REJECT,REJECT
H1_wrong_attribute_Top,H1_wrong_attribute,Top,true,true,true,true,true,pass,1.12,0.62,2.62,false,true,Top,Divided || Top || Jersey Fancy || White || Solid,PASS_PENDING_HUMAN,PASS_PENDING_HUMAN,PASS_PENDING_HUMAN
H2_change_absent_Top,H2_change_absent,Top,true,true,true,true,true,pass,1.12,0.59,2.62,false,true,Top,Menswear || Top || Jersey Basic || White || Solid,REJECT,REJECT,REJECT
H3_averaged_garment_Top,H3_averaged_garment,Top,true,true,true,true,true,pass,1.12,0.58,2.62,false,true,Top,Ladieswear || Top || Jersey Basic || White || Solid,REJECT,REJECT,REJECT
H1_wrong_attribute_Bikini top,H1_wrong_attribute,Bikini top,false,false,false,false,true,pass,13.82,3.86,7.35,false,true,Bikini top,Ladieswear || Bikini top || Swimwear || Orange || Solid,REJECT,REJECT,REJECT
H2_change_absent_Bikini top,H2_change_absent,Bikini top,false,false,false,false,true,pass,13.82,3.4,7.35,false,true,Bikini top,Ladieswear || Bikini top || Swimwear || Green || All over pattern,REJECT,REJECT,REJECT
H3_averaged_garment_Bikini top,H3_averaged_garment,Bikini top,false,false,false,false,true,pass,13.82,1.89,7.35,false,false,Bra,"Ladieswear || Bra || Under-, Nightwear || Grey || Contrast",REJECT,REJECT,REJECT
