method,split,metric,n_origins,mean,ci_low,ci_high,diff_vs_lightgbm_mean,diff_vs_lightgbm_ci_low,diff_vs_lightgbm_ci_high
lightgbm,non_covid,ndcg_at_10,5,0.8684470243066247,0.8141197183600394,0.9151709774806802,,,
lightgbm,non_covid,spearman_rho,5,0.7805980178314699,0.7540136805355638,0.7941105832794777,,,
lightgbm,non_covid,wmape,5,0.1536126020881297,0.14663164943974577,0.17276638586398838,,,
seasonal_naive,pooled,hit_at_3_in_top20,12,0.39999999999999997,0.16666666666666666,0.6333333333333333,,,
seasonal_naive,pooled,hit_at_3_in_top10,12,0.33333333333333337,0.16666666666666666,0.4666666666666667,,,
seasonal_naive,pooled,precision_at_3,12,0.06666666666666667,0.0,0.19999999999999998,,,
seasonal_naive,pooled,precision_at_10,12,0.19,0.11000000000000001,0.26,,,
seasonal_naive,pooled,ndcg_at_10,12,0.7476045843046352,0.6386880768189938,0.8204132036403331,,,
seasonal_naive,pooled,spearman_rho,12,0.5375636367731369,0.4907734089225729,0.5745205420588342,,,
seasonal_naive,pooled,wmape,12,0.1906315108954702,0.18390588439576078,0.2036766664734319,,,
seasonal_naive,covid,hit_at_3_in_top20,7,0.38095238095238093,0.19047619047619047,0.7142857142857143,,,
seasonal_naive,covid,hit_at_3_in_top10,7,0.2857142857142857,0.19047619047619047,0.5238095238095238,,,
seasonal_naive,covid,precision_at_3,7,0.09523809523809523,0.047619047619047616,0.19047619047619047,,,
seasonal_naive,covid,precision_at_10,7,0.17142857142857143,0.14285714285714285,0.2857142857142857,,,
seasonal_naive,covid,ndcg_at_10,7,0.7631009911010266,0.669398449845292,0.8573306216301402,,,
seasonal_naive,covid,spearman_rho,7,0.5523851507891383,0.5057275501133479,0.593649374358866,,,
seasonal_naive,covid,wmape,7,0.19122686628101157,0.18007804336112496,0.2058344668551972,,,
seasonal_naive,non_covid,hit_at_3_in_top20,5,0.4444444444444444,0.4444444444444444,0.4444444444444444,,,
seasonal_naive,non_covid,hit_at_3_in_top10,5,0.4444444444444444,0.4444444444444444,0.4444444444444444,,,
seasonal_naive,non_covid,precision_at_3,5,0.0,0.0,0.0,,,
seasonal_naive,non_covid,precision_at_10,5,0.2333333333333333,0.2333333333333333,0.2333333333333333,,,
seasonal_naive,non_covid,ndcg_at_10,5,0.711446301779722,0.711446301779722,0.711446301779722,,,
seasonal_naive,non_covid,spearman_rho,5,0.5029801040691338,0.5029801040691338,0.5029801040691338,,,
seasonal_naive,non_covid,wmape,5,0.18924234832920697,0.18924234832920697,0.18924234832920697,,,
ewma_persistence,pooled,hit_at_3_in_top20,12,0.27777777777777773,0.19444444444444442,0.4166666666666667,,,
ewma_persistence,pooled,hit_at_3_in_top10,12,0.13888888888888887,0.08333333333333333,0.22222222222222224,,,
ewma_persistence,pooled,precision_at_3,12,0.0,0.0,0.0,,,
ewma_persistence,pooled,precision_at_10,12,0.13333333333333333,0.10833333333333334,0.19999999999999998,,,
ewma_persistence,pooled,ndcg_at_10,12,0.8044672233730307,0.741115181890733,0.8674964195221148,,,
ewma_persistence,pooled,spearman_rho,12,0.5883505225106128,0.5495699791449971,0.6166901654160849,,,
ewma_persistence,pooled,wmape,12,0.1983963981698208,0.17421300756317618,0.22768070493893547,,,
ewma_persistence,covid,hit_at_3_in_top20,7,0.33333333333333337,0.2857142857142857,0.42857142857142855,,,
ewma_persistence,covid,hit_at_3_in_top10,7,0.14285714285714285,0.047619047619047616,0.2857142857142857,,,
ewma_persistence,covid,precision_at_3,7,0.0,0.0,0.0,,,
ewma_persistence,covid,precision_at_10,7,0.15714285714285717,0.14285714285714285,0.22857142857142856,,,
ewma_persistence,covid,ndcg_at_10,7,0.8620909880358741,0.8375179319283275,0.8757273696706891,,,
ewma_persistence,covid,spearman_rho,7,0.6240923961607796,0.5930099387031061,0.6240923961607796,,,
ewma_persistence,covid,wmape,7,0.17423805361500763,0.16544038684368464,0.19668102637144053,,,
ewma_persistence,non_covid,hit_at_3_in_top20,5,0.2,0.06666666666666667,0.2,,,
ewma_persistence,non_covid,hit_at_3_in_top10,5,0.13333333333333333,0.06666666666666667,0.13333333333333333,,,
ewma_persistence,non_covid,precision_at_3,5,0.0,0.0,0.0,,,
ewma_persistence,non_covid,precision_at_10,5,0.1,0.06000000000000001,0.12,,,
ewma_persistence,non_covid,ndcg_at_10,5,0.7237939528450499,0.6685463802035362,0.7237939528450499,,,
ewma_persistence,non_covid,spearman_rho,5,0.5383118994003793,0.5161454668929876,0.5383118994003794,,,
ewma_persistence,non_covid,wmape,5,0.23221808054655915,0.23221808054655915,0.257025358895313,,,
parent_category_mean,pooled,hit_at_3_in_top20,12,0.027777777777777776,0.0,0.08333333333333333,,,
parent_category_mean,pooled,hit_at_3_in_top10,12,0.0,0.0,0.0,,,
parent_category_mean,pooled,precision_at_3,12,0.0,0.0,0.0,,,
parent_category_mean,pooled,precision_at_10,12,0.008333333333333333,0.0,0.025000000000000005,,,
parent_category_mean,pooled,ndcg_at_10,12,0.25919480618251983,0.18519311866176835,0.38553378197952054,,,
parent_category_mean,pooled,spearman_rho,12,0.24542386464264007,0.2133773032526445,0.2722554687673388,,,
parent_category_mean,pooled,wmape,12,0.2469926340331746,0.2339328221944206,0.2640023056962747,,,
parent_category_mean,covid,hit_at_3_in_top20,7,0.047619047619047616,0.0,0.09523809523809523,,,
parent_category_mean,covid,hit_at_3_in_top10,7,0.0,0.0,0.0,,,
parent_category_mean,covid,precision_at_3,7,0.0,0.0,0.0,,,
parent_category_mean,covid,precision_at_10,7,0.014285714285714287,0.0,0.028571428571428574,,,
parent_category_mean,covid,ndcg_at_10,7,0.3011125039456391,0.17359430608197726,0.41966371628197047,,,
parent_category_mean,covid,spearman_rho,7,0.2722162560473656,0.2708479501719309,0.27411013619773567,,,
parent_category_mean,covid,wmape,7,0.23393754628808475,0.22850701115981692,0.2497745806239124,,,
parent_category_mean,non_covid,hit_at_3_in_top20,5,0.0,0.0,0.0,,,
parent_category_mean,non_covid,hit_at_3_in_top10,5,0.0,0.0,0.0,,,
parent_category_mean,non_covid,precision_at_3,5,0.0,0.0,0.0,,,
parent_category_mean,non_covid,precision_at_10,5,0.0,0.0,0.0,,,
parent_category_mean,non_covid,ndcg_at_10,5,0.2005100293141529,0.18752165906775115,0.2005100293141529,,,
parent_category_mean,non_covid,spearman_rho,5,0.2079145166760244,0.2011706103091091,0.2097573695896966,,,
parent_category_mean,non_covid,wmape,5,0.2652697568763002,0.2652697568763002,0.2795975902439394,,,
global_mean,pooled,hit_at_3_in_top20,12,0.0,0.0,0.0,,,
global_mean,pooled,hit_at_3_in_top10,12,0.0,0.0,0.0,,,
global_mean,pooled,precision_at_3,12,0.0,0.0,0.0,,,
global_mean,pooled,precision_at_10,12,0.0,0.0,0.0,,,
global_mean,pooled,ndcg_at_10,12,0.398994431968605,0.3560777115342035,0.4493666505947684,,,
global_mean,pooled,spearman_rho,12,NaN,NaN,NaN,,,
global_mean,pooled,wmape,12,0.3085678539252144,0.2967040176988722,0.3247038536299184,,,
global_mean,covid,hit_at_3_in_top20,7,0.0,0.0,0.0,,,
global_mean,covid,hit_at_3_in_top10,7,0.0,0.0,0.0,,,
global_mean,covid,precision_at_3,7,0.0,0.0,0.0,,,
global_mean,covid,precision_at_10,7,0.0,0.0,0.0,,,
global_mean,covid,ndcg_at_10,7,0.3651628797478124,0.32251463254858115,0.4271380093967066,,,
global_mean,covid,spearman_rho,7,NaN,NaN,NaN,,,
global_mean,covid,wmape,7,0.2969931779007618,0.29080042882315216,0.31230797243001385,,,
global_mean,non_covid,hit_at_3_in_top20,5,0.0,0.0,0.0,,,
global_mean,non_covid,hit_at_3_in_top10,5,0.0,0.0,0.0,,,
global_mean,non_covid,precision_at_3,5,0.0,0.0,0.0,,,
global_mean,non_covid,precision_at_10,5,0.0,0.0,0.0,,,
global_mean,non_covid,ndcg_at_10,5,0.44635860507771474,0.4206439493740256,0.44951348402276636,,,
global_mean,non_covid,spearman_rho,5,NaN,NaN,NaN,,,
global_mean,non_covid,wmape,5,0.32477240035944804,0.32477240035944804,0.33763121181991373,,,
random_floor,pooled,hit_at_3_in_top20,12,0.006944444444444445,0.001388888888888889,0.013888888888888888,,,
random_floor,pooled,hit_at_3_in_top10,12,0.002777777777777778,0.0,0.004166666666666667,,,
random_floor,pooled,precision_at_3,12,0.0,0.0,0.0,,,
random_floor,pooled,precision_at_10,12,0.0037500000000000003,0.0025,0.005000000000000001,,,
random_floor,pooled,ndcg_at_10,12,0.3996371359976365,0.3888362999592588,0.40579708455573255,,,
random_floor,pooled,spearman_rho,12,-0.0014370510677826197,-0.003905360426734167,-0.00031180369585689493,,,
random_floor,pooled,wmape,12,0.4893355593511171,0.48473184185554313,0.5027911884132562,,,
random_floor,covid,hit_at_3_in_top20,7,0.009523809523809523,0.0071428571428571435,0.016666666666666666,,,
random_floor,covid,hit_at_3_in_top10,7,0.0023809523809523807,0.0,0.0047619047619047615,,,
random_floor,covid,precision_at_3,7,0.0,0.0,0.0,,,
random_floor,covid,precision_at_10,7,0.003571428571428572,0.003571428571428572,0.005714285714285714,,,
random_floor,covid,ndcg_at_10,7,0.40616483520146557,0.387336927107076,0.4062173907429608,,,
random_floor,covid,spearman_rho,7,-0.002691874023043779,-0.005155288914806424,0.00039947908118299853,,,
random_floor,covid,wmape,7,0.48728146111211823,0.48728146111211823,0.5105532621099326,,,
random_floor,non_covid,hit_at_3_in_top20,5,0.003333333333333333,0.0,0.006666666666666666,,,
random_floor,non_covid,hit_at_3_in_top10,5,0.003333333333333333,0.0,0.006666666666666666,,,
random_floor,non_covid,precision_at_3,5,0.0,0.0,0.0,,,
random_floor,non_covid,precision_at_10,5,0.004,0.004,0.005,,,
random_floor,non_covid,ndcg_at_10,5,0.39049835711227593,0.38446829318597897,0.39049835711227593,,,
random_floor,non_covid,spearman_rho,5,0.0003197010695830032,-0.0005900288505021424,0.00047701684639047504,,,
random_floor,non_covid,wmape,5,0.49221129688571585,0.4921808761060905,0.5008633306919882,,,
persistence_oracle,pooled,hit_at_3_in_top20,12,0.2222222222222222,0.08333333333333333,0.47222222222222215,,,
persistence_oracle,pooled,hit_at_3_in_top10,12,0.16666666666666666,0.027777777777777776,0.3333333333333333,,,
persistence_oracle,pooled,precision_at_3,12,0.027777777777777776,0.0,0.08333333333333333,,,
persistence_oracle,pooled,precision_at_10,12,0.075,0.025000000000000005,0.11666666666666668,,,
persistence_oracle,pooled,ndcg_at_10,12,0.6927061668469218,0.6067888552953694,0.7642341010560593,,,
persistence_oracle,pooled,spearman_rho,12,0.5375307558681641,0.46914903691358106,0.5980842483723857,,,
persistence_oracle,pooled,wmape,12,0.2358952712011987,0.20222415001161984,0.27081353021028326,,,
persistence_oracle,covid,hit_at_3_in_top20,7,0.23809523809523808,0.0,0.2857142857142857,,,
persistence_oracle,covid,hit_at_3_in_top10,7,0.23809523809523808,0.0,0.2857142857142857,,,
persistence_oracle,covid,precision_at_3,7,0.047619047619047616,0.0,0.09523809523809523,,,
persistence_oracle,covid,precision_at_10,7,0.11428571428571428,0.042857142857142864,0.11428571428571428,,,
persistence_oracle,covid,ndcg_at_10,7,0.7719915206863764,0.6831463993534153,0.7719915206863762,,,
persistence_oracle,covid,spearman_rho,7,0.5679359656347583,0.4735706377701302,0.5728900056570231,,,
persistence_oracle,covid,wmape,7,0.21110513926406288,0.20406284596555208,0.2493814998239481,,,
persistence_oracle,non_covid,hit_at_3_in_top20,5,0.2,0.06666666666666667,0.2,,,
persistence_oracle,non_covid,hit_at_3_in_top10,5,0.06666666666666667,0.0,0.06666666666666667,,,
persistence_oracle,non_covid,precision_at_3,5,0.0,0.0,0.0,,,
persistence_oracle,non_covid,precision_at_10,5,0.02,0.0,0.02,,,
persistence_oracle,non_covid,ndcg_at_10,5,0.5817066714716853,0.5432034062521385,0.5817066714716853,,,
persistence_oracle,non_covid,spearman_rho,5,0.49496346219493254,0.4193967020441095,0.49496346219493254,,,
persistence_oracle,non_covid,wmape,5,0.2706014559131889,0.2706014559131889,0.3150805252400636,,,
