style,image,L,a,b,mask_fraction,fallback
Dress,0806516002.jpg,35.903690964500456,57.054650677137595,27.945269850854658,0.29374543128654973,false
Dress,0763868001.jpg,47.0339407896191,70.49876921218434,47.720157341149985,0.27674981725146197,false
Dress,0786022008.jpg,21.863299890865036,33.06154399233715,7.843781905643208,0.3818987573099415,false
Dress,0763468005.jpg,40.8525619779993,65.72076561769717,40.504268043898925,0.29443073830409355,false
Dress,0717849004.jpg,69.9950618297045,43.951116909858904,19.4418511407856,0.20771655701754385,false
Dress,0743803003.jpg,47.23042334066245,65.50499432131608,32.44496164860925,0.18784265350877194,false
Dress,0641187004.jpg,53.116351813199806,38.02637633186067,13.81496732633169,0.26541940789473684,false
Dress,0854232002.jpg,60.66236408189498,60.605620313483804,31.397491864665362,0.21589455409356725,false
Dress,0926277002.jpg,24.73850411031188,20.809744836838913,4.188770375208321,0.276155884502924,false
Dress,0719686001.jpg,52.22470957371104,43.913657115966565,19.01932817852115,0.1900813230994152,false
Dress,0812683006.jpg,43.758022293936676,68.4224698569663,42.78950972947425,0.26306652046783624,false
Dress,0803582001.jpg,46.59440750538875,72.13337487874053,51.43843977944935,0.299296418128655,false
Dress,0853376002.jpg,44.61420998779503,69.3957359144767,43.78227103784727,0.44864766081871343,false
Dress,0542435001.jpg,53.638348124336545,71.3792408866267,56.240373102492306,0.616506865530303,false
Dress,0822044001.jpg,26.581437881691198,26.994620726292784,8.385882835859025,0.334749634502924,false
Dress,0771537001.jpg,38.48299328157484,62.914990039274976,29.076747615488703,0.21219389619883042,false
Dress,0760214005.jpg,40.84116377051612,65.6603398014969,40.57842288709286,0.3777640716374269,false
Dress,0803518003.jpg,34.83728440293726,58.648011158535375,33.26552467549213,0.28849141081871343,false
Top,0819520002.jpg,92.29291610436387,0.5188243210276747,-2.1840972781707704,0.4929184941520468,false
Top,0898918001.jpg,93.612368565793,0.4105362388821985,-2.041540741450735,0.34285910087719296,false
Top,0714493002.jpg,92.13231153255445,1.2103362607222443,-2.598962064930387,0.3780610380116959,false
Top,0316441005.jpg,92.64236336852618,0.29374284408526175,-0.6877326305532345,0.4552266081871345,false
Top,0784926002.jpg,92.88984320222309,0.422120402964523,-2.01201882690973,0.4064327485380117,false
Top,0681657002.jpg,92.81205053845233,1.0779574334220399,0.809626611358922,0.38662737573099415,false
Top,0828050001.jpg,91.90141670748467,0.8589611348815178,-2.1808087722625493,0.395719115497076,false
Top,0768931001.jpg,92.61022205322166,0.5684416184101682,-2.534629743151539,0.43656341374269003,false
Top,0767813002.jpg,91.66008867536168,1.0746501103656785,-2.295292639561245,0.46424981725146197,false
Top,0827428006.jpg,91.79248812953365,1.2139561654260758,-2.2817947546611936,0.49328399122807015,false
Top,0767925005.jpg,93.62903753367789,0.402701480528431,-2.0993663196819417,0.3465369152046784,false
Top,0917843002.jpg,91.69632636430183,0.5144229404887846,-2.0771538528884816,0.4771792763157895,false
Top,0928461002.jpg,91.1709014548099,0.5965948494450186,-2.3661725865918113,0.4923702485380117,false
Top,0685347002.jpg,93.24671915950708,0.38309308742656845,-2.0144624472146315,0.3634639985380117,false
Top,0611024002.jpg,94.29055175321763,0.3567262337763844,-0.9667668438987645,0.45285087719298245,false
Top,0767225001.jpg,93.79578539669195,0.405659168729691,-2.032805324333079,0.3924296418128655,false
Top,0575141005.jpg,92.56461497644055,1.6290059836316273,-2.83032059156921,0.32351059941520466,false
Top,0732114002.jpg,91.67634726200008,0.6672851016234652,1.4508898004870394,0.4568941885964912,false
Top,0549639003.jpg,96.16603230393159,0.4323952814452431,-1.0767226405335328,0.64453125,false
Bikini top,0832330003.jpg,47.10486699604676,35.6775885223765,49.86459323649049,0.15622715643274854,false
Bikini top,0776237021.jpg,75.8243360878686,2.104229578573162,12.38638218712484,0.13310946637426901,false
Bikini top,0833500001.jpg,47.67726770651561,32.969734418788704,46.174483455211885,0.156843932748538,false
Bikini top,0736581001.jpg,91.22020509047962,0.16262732476962327,1.2162266474360832,0.26943987573099415,false
Bikini top,0687034009.jpg,42.59542615054909,32.45893849057629,19.978195786587353,0.16600420321637427,false
Bikini top,0510314002.jpg,99.43808013784216,0.19072309478693583,0.21062627735840156,0.46314677254098363,false
Bikini top,0717538003.jpg,60.894832410593025,41.50268629631084,35.37360953062474,0.19316520467836257,false
Bikini top,0497247003.jpg,70.06516527082006,27.11799932942013,18.09282271001809,0.08806818181818182,false
Underwear bottom,0592614002.jpg,49.258442161614205,70.95344486600725,37.73098618178649,0.24375531462585034,false
Underwear bottom,0634669009.jpg,19.635183973790273,23.470554000931184,3.1704313981801158,0.26235836988304095,false
Underwear bottom,0562613009.jpg,16.883841361331555,22.115155965889468,-0.21152373929887136,0.40033351608187134,false
Underwear bottom,0803969001.jpg,17.426913133345845,11.481395385650597,-0.4196436317331167,0.32995248538011696,false
