style_id,image_path,nn_sibling_sim
Ladieswear || Top || Jersey Basic || White || Solid,data\images\0316441005.jpg,0.9349669814109802
Ladieswear || Bikini top || Swimwear || Orange || All over pattern,data\images\0687034009.jpg,0.8595550656318665
Ladieswear || Bikini top || Swimwear || Orange || All over pattern,data\images\0690511004.jpg,0.9410470724105835
Ladieswear || Bikini top || Swimwear || Orange || All over pattern,data\images\0698255002.jpg,0.8643612861633301
Ladieswear || Bikini top || Swimwear || Orange || All over pattern,data\images\0698293002.jpg,0.7564210295677185
Ladieswear || Bikini top || Swimwear || Orange || All over pattern,data\images\0699082006.jpg,0.9171326160430908
Ladieswear || Bikini top || Swimwear || Orange || All over pattern,data\images\0699423003.jpg,0.9179140329360962
Ladieswear || Bikini top || Swimwear || Orange || All over pattern,data\images\0717538003.jpg,0.5462732315063477
Ladieswear || Bikini top || Swimwear || Orange || All over pattern,data\images\0733935002.jpg,0.9442437887191772
Ladieswear || Bikini top || Swimwear || Orange || All over pattern,data\images\0736581001.jpg,0.8643612861633301
Ladieswear || Bikini top || Swimwear || Orange || All over pattern,data\images\0740725001.jpg,0.9287403225898743
Ladieswear || Bikini top || Swimwear || Orange || All over pattern,data\images\0758088002.jpg,0.46584072709083557
Ladieswear || Bikini top || Swimwear || Orange || All over pattern,data\images\0776237021.jpg,0.9186112284660339
Ladieswear || Bikini top || Swimwear || Orange || All over pattern,data\images\0802979001.jpg,0.9094902873039246
Ladieswear || Bikini top || Swimwear || Orange || All over pattern,data\images\0832298002.jpg,0.9219018220901489
Ladieswear || Bikini top || Swimwear || Orange || All over pattern,data\images\0832330003.jpg,0.8595550656318665
Ladieswear || Bikini top || Swimwear || Orange || All over pattern,data\images\0833500001.jpg,0.9416980743408203
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0542435001.jpg,0.6163763403892517
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0587674001.jpg,0.7774525880813599
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0641187004.jpg,0.9052655696868896
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0717849004.jpg,0.829879641532898
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0719686001.jpg,0.8656238317489624
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0726003004.jpg,0.8702185750007629
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0726186001.jpg,0.8378003835678101
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0734435004.jpg,0.9052655696868896
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0743803003.jpg,0.9238508343696594
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0745138002.jpg,0.9238508343696594
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0760214005.jpg,0.871909499168396
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0763468005.jpg,0.8600934743881226
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0763868001.jpg,0.897931694984436
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0765972001.jpg,0.7678284049034119
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0771537001.jpg,0.9061964750289917
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0771602002.jpg,0.7712922692298889
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0786022008.jpg,0.8222887516021729
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0787235002.jpg,0.7814477682113647
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0787696008.jpg,0.8188187479972839
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0802733001.jpg,0.897931694984436
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0803518003.jpg,0.871909499168396
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0803582001.jpg,0.8851001262664795
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0805966002.jpg,0.6466927528381348
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0806516002.jpg,0.7595564126968384
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0810592002.jpg,0.7730631828308105
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0812683006.jpg,0.8851001262664795
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0822044001.jpg,0.8605549931526184
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0822158003.jpg,0.8600934743881226
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0835247002.jpg,0.8388447761535645
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0844799001.jpg,0.8188974857330322
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0853376002.jpg,0.8050149083137512
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0854232002.jpg,0.8791990280151367
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0861848004.jpg,0.8388447761535645
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0866611002.jpg,0.9223800897598267
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0868762002.jpg,0.8702185750007629
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0891532002.jpg,0.9039919376373291
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0892850001.jpg,0.7811872959136963
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0926277002.jpg,0.8783557415008545
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0929042002.jpg,0.7098631858825684
Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0935840002.jpg,0.764745831489563
Ladieswear || T-shirt || Jersey Basic || Black || Solid,data\images\0554598001.jpg,0.8977837562561035
Ladieswear || T-shirt || Jersey Basic || Black || Solid,data\images\0767862001.jpg,0.8957251310348511
Ladieswear || T-shirt || Jersey Basic || Black || Solid,data\images\0778064001.jpg,0.8818674087524414
Ladieswear || T-shirt || Jersey Basic || Black || Solid,data\images\0800691008.jpg,0.8977837562561035
Ladieswear || T-shirt || Jersey Basic || Black || Solid,data\images\0827968004.jpg,0.9112358093261719
Ladieswear || T-shirt || Jersey Basic || Black || Solid,data\images\0843685001.jpg,0.9112358093261719
Ladieswear || T-shirt || Jersey Basic || Black || Solid,data\images\0865076001.jpg,0.8962948322296143
"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0562613009.jpg,0.9548683762550354
"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0592614002.jpg,0.8811237215995789
"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0634669009.jpg,0.9362356662750244
"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0638521006.jpg,0.9146439433097839
"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0666651009.jpg,0.9723643660545349
"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0666651012.jpg,0.9723643660545349
"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0736531016.jpg,0.9266855120658875
"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0798407002.jpg,0.9408700466156006
"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0798416002.jpg,0.9283884167671204
"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0803969001.jpg,0.9548683762550354
"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0803986005.jpg,0.9376053214073181
"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0822311003.jpg,0.9367997646331787
"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0826955010.jpg,0.9376053214073181
"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0841185002.jpg,0.9431165456771851
"Ladieswear || Underwear bottom || Under-, Nightwear || Red || Solid",data\images\0854384005.jpg,0.9408700466156006
Ladieswear || Swimwear bottom || Swimwear || Black || Other structure,data\images\0599580017.jpg,0.9750171303749084
Ladieswear || Swimwear bottom || Swimwear || Black || Other structure,data\images\0600886011.jpg,0.9468898177146912
Ladieswear || Swimwear bottom || Swimwear || Black || Other structure,data\images\0688537004.jpg,0.9892889857292175
Ladieswear || Swimwear bottom || Swimwear || Black || Other structure,data\images\0712924012.jpg,0.9892889857292175
Ladieswear || Swimwear bottom || Swimwear || Black || Other structure,data\images\0739590027.jpg,0.9730948805809021
Ladieswear || Swimwear bottom || Swimwear || Black || Other structure,data\images\0758002008.jpg,0.888282060623169
Ladieswear || Swimwear bottom || Swimwear || Black || Other structure,data\images\0832331002.jpg,0.9750171303749084
Ladieswear || Swimwear bottom || Swimwear || Black || Other structure,data\images\0868018004.jpg,0.9572880268096924
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0673677004.jpg,0.9187955856323242
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0673677023.jpg,0.2572076916694641
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0693242013.jpg,0.9329966306686401
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0693243013.jpg,0.8915132880210876
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0693246008.jpg,0.9418875575065613
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0705966006.jpg,0.8947244882583618
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0733112005.jpg,0.7704359889030457
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0738943001.jpg,0.9545639753341675
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0754323004.jpg,0.8772766590118408
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0762205005.jpg,0.9000998735427856
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0763270003.jpg,0.9390645027160645
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0763276003.jpg,0.9451501369476318
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0763280002.jpg,0.9454150795936584
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0764563001.jpg,0.9326367378234863
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0772785005.jpg,0.9464343786239624
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0775996016.jpg,0.9498993754386902
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0777070002.jpg,0.9295579195022583
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0777148002.jpg,0.9435330629348755
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0777148004.jpg,0.9435330629348755
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0784021006.jpg,0.9182220101356506
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0788632004.jpg,0.9545639753341675
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0790645005.jpg,0.8518947958946228
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0795975004.jpg,0.7990553975105286
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0811913007.jpg,0.8748751282691956
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0812167004.jpg,0.9075109958648682
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0820563002.jpg,0.8789095282554626
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0824706001.jpg,0.9217683672904968
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0825688004.jpg,0.938838005065918
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0837448002.jpg,0.894311785697937
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0842302001.jpg,0.9459483027458191
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0845428001.jpg,0.8613942861557007
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0846353001.jpg,0.9217683672904968
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0848420007.jpg,0.955971896648407
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0863646003.jpg,0.955971896648407
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0873274002.jpg,0.885636568069458
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0873276004.jpg,0.8440701961517334
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0874817005.jpg,0.9294831156730652
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0883079006.jpg,0.9498993754386902
Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0909823002.jpg,0.9024268388748169
Menswear || Scarf || Accessories || Grey || Melange,data\images\0742747002.jpg,0.8617005348205566
Menswear || Scarf || Accessories || Grey || Melange,data\images\0760878001.jpg,0.8617005348205566
Menswear || Scarf || Accessories || Grey || Melange,data\images\0783732002.jpg,0.5265356302261353
Menswear || Scarf || Accessories || Grey || Melange,data\images\0798620002.jpg,0.8878193497657776
Menswear || Scarf || Accessories || Grey || Melange,data\images\0798620003.jpg,0.8878193497657776
