style,image,crop,deviation,fallback_crop,fallback_full
Sweater,0811913007.jpg,2,0.08690529658739408,false,false
Sweater,0811913007.jpg,3,0.13272864143062718,false,false
Sweater,0811913007.jpg,4,0.09521499825819271,false,false
Sweater,0811913007.jpg,5,0.09094476988134025,false,false
Sweater,0811913007.jpg,6,0.08927713789613317,false,false
Sweater,0811913007.jpg,7,0.1388270448130215,false,false
Sweater,0824706001.jpg,0,0.041016870724794104,false,false
Sweater,0824706001.jpg,1,0.012534154727361727,false,false
Sweater,0824706001.jpg,2,0.037699140027660574,false,false
Sweater,0824706001.jpg,3,0.024797552731848343,false,false
Sweater,0824706001.jpg,4,0.015390762326916657,false,false
Sweater,0824706001.jpg,5,0.041273189316260034,false,false
Sweater,0824706001.jpg,6,0.023413980976302,false,false
Sweater,0824706001.jpg,7,0.037209024463605855,false,false
Sweater,0754323004.jpg,0,0.12678327764614275,false,false
Sweater,0754323004.jpg,1,0.052715070057362146,false,false
Sweater,0754323004.jpg,2,0.07372175744879995,false,false
Sweater,0754323004.jpg,3,0.08498150726246295,false,false
Sweater,0754323004.jpg,4,0.08833263571787128,false,false
Sweater,0754323004.jpg,5,0.05638714078039443,false,false
Sweater,0754323004.jpg,6,0.12456265351958079,false,false
Sweater,0754323004.jpg,7,0.08814023528615787,false,false
Sweater,0693243013.jpg,0,0.03344125656296703,false,false
Sweater,0693243013.jpg,1,0.05226898202070019,false,false
Sweater,0693243013.jpg,2,0.07994248950690937,false,false
Sweater,0693243013.jpg,3,0.06191578509607665,false,false
Sweater,0693243013.jpg,4,0.049772997208033604,false,false
Sweater,0693243013.jpg,5,0.06736325968698915,false,false
Sweater,0693243013.jpg,6,0.06038888307607337,false,false
Sweater,0693243013.jpg,7,0.02229387897198609,false,false
Sweater,0763270003.jpg,0,0.021153494616324653,false,false
Sweater,0763270003.jpg,1,0.040745394280078964,false,false
Sweater,0763270003.jpg,2,0.04684810313086876,false,false
Sweater,0763270003.jpg,3,0.04130645302347904,false,false
Sweater,0763270003.jpg,4,0.09351294017573236,false,false
Sweater,0763270003.jpg,5,0.03137911565792686,false,false
Sweater,0763270003.jpg,6,0.04134226981021186,false,false
Sweater,0763270003.jpg,7,0.029195347134604102,false,false
Sweater,0705966006.jpg,0,0.10910780722504257,false,false
Sweater,0705966006.jpg,1,0.01910126385800067,false,false
Sweater,0705966006.jpg,2,0.0123457957929337,false,false
Sweater,0705966006.jpg,3,0.10631185514349943,false,false
Sweater,0705966006.jpg,4,0.11131453910341647,false,false
Sweater,0705966006.jpg,5,0.1651553369279849,false,false
Sweater,0705966006.jpg,6,0.021336303271028523,false,false
Sweater,0705966006.jpg,7,0.03676678818394259,false,false
Sweater,0764563001.jpg,0,0.15938237643567815,false,false
Sweater,0764563001.jpg,1,0.21359610092806577,false,false
Sweater,0764563001.jpg,2,0.16195503144689083,false,false
Sweater,0764563001.jpg,3,0.30557060913388634,false,false
Sweater,0764563001.jpg,4,0.2654108878856697,false,false
Sweater,0764563001.jpg,5,0.2952219896869144,false,false
Sweater,0764563001.jpg,6,0.23702408036753228,false,false
Sweater,0764563001.jpg,7,0.25118392524747435,false,false
Dress,0734435004.jpg,0,0.005868292207193699,false,false
Dress,0734435004.jpg,1,0.018378648373978346,false,false
Dress,0734435004.jpg,2,0.04396360666987538,false,false
Dress,0734435004.jpg,3,0.8062858287712491,false,false
Dress,0734435004.jpg,4,0.00316697668074222,false,false
Dress,0734435004.jpg,5,0.04441027644060275,false,false
Dress,0734435004.jpg,6,0.03493302206287253,false,false
Dress,0734435004.jpg,7,0.004264713472334223,false,false
Dress,0868762002.jpg,0,0.012410264792893342,false,false
Dress,0868762002.jpg,1,0.014469284539693398,false,false
Dress,0868762002.jpg,2,0.017935944746904024,false,false
Dress,0868762002.jpg,3,0.017860582129400247,false,false
Dress,0868762002.jpg,4,0.021263022939354448,false,false
Dress,0868762002.jpg,5,0.017778687047033545,false,false
Dress,0868762002.jpg,6,0.021072607623187745,false,false
Dress,0868762002.jpg,7,0.01705867845469695,false,false
Dress,0861848004.jpg,0,0.03356655511678253,false,false
Dress,0861848004.jpg,1,0.043194040217357656,false,false
Dress,0861848004.jpg,2,0.03319407772010792,false,false
Dress,0861848004.jpg,3,0.04030941934813075,false,false
Dress,0861848004.jpg,4,0.02817137499240995,false,false
Dress,0861848004.jpg,5,0.025773344064954393,false,false
Dress,0861848004.jpg,6,0.0418968713223997,false,false
Dress,0861848004.jpg,7,0.03731467672880766,false,false
Dress,0822158003.jpg,0,0.018054342315471855,false,false
Dress,0822158003.jpg,1,0.011089656166641895,false,false
Dress,0822158003.jpg,2,0.017248483876565513,false,false
Dress,0822158003.jpg,3,0.009601905187761016,false,false
Dress,0822158003.jpg,4,0.014578285790715515,false,false
Dress,0822158003.jpg,5,0.025346480838495184,false,false
Dress,0822158003.jpg,6,0.005974879037478722,false,false
Dress,0822158003.jpg,7,0.015877289543019892,false,false
Dress,0891532002.jpg,0,0.02076334369562517,false,false
Dress,0891532002.jpg,1,0.03798003941682902,false,false
Dress,0891532002.jpg,2,0.027930182844166672,false,false
Dress,0891532002.jpg,3,0.02154037338668959,false,false
Dress,0891532002.jpg,4,0.007818486162127785,false,false
Dress,0891532002.jpg,5,0.007943343088076097,false,false
Dress,0891532002.jpg,6,0.03474410513907922,false,false
Dress,0891532002.jpg,7,0.01712897780154949,false,false
Dress,0844799001.jpg,0,0.010366603730176328,false,false
Dress,0844799001.jpg,1,0.011928800503720666,false,false
Dress,0844799001.jpg,2,0.010522913955378136,false,false
Dress,0844799001.jpg,3,0.016321673417332393,false,false
Dress,0844799001.jpg,4,0.00809953797515145,false,false
Dress,0844799001.jpg,5,0.006530333926262783,false,false
Dress,0844799001.jpg,6,0.012771334939933522,false,false
Dress,0844799001.jpg,7,0.02195486351969443,false,false
Dress,0765972001.jpg,0,0.009501995925995965,false,false
Dress,0765972001.jpg,1,0.0038393397310541007,false,false
Dress,0765972001.jpg,2,0.010614639089158816,false,false
Dress,0765972001.jpg,3,0.0043790077563745115,false,false
Dress,0765972001.jpg,4,0.005321670833675652,false,false
Dress,0765972001.jpg,5,0.04620662750881618,false,false
Dress,0765972001.jpg,6,0.006757675391308263,false,false
Dress,0765972001.jpg,7,0.04516239528931568,false,false
Dress,0806516002.jpg,0,0.011784779214637464,false,false
Dress,0806516002.jpg,1,0.02101770030476092,false,false
Dress,0806516002.jpg,2,0.014779179531811982,false,false
Dress,0806516002.jpg,3,0.0225735080321213,false,false
Dress,0806516002.jpg,4,0.02393291227397731,false,false
Dress,0806516002.jpg,5,0.0550845797964776,false,false
Dress,0806516002.jpg,6,0.057248745552042395,false,false
Dress,0806516002.jpg,7,0.032445660570161454,false,false
Dress,0763868001.jpg,0,0.0567106766282899,false,false
Dress,0763868001.jpg,1,0.069492714779754,false,false
Dress,0763868001.jpg,2,0.14875866917968314,false,false
Dress,0763868001.jpg,3,0.049380401108197004,false,false
Dress,0763868001.jpg,4,0.06405034835821306,false,false
Dress,0763868001.jpg,5,0.028525347004456657,false,false
Dress,0763868001.jpg,6,0.07129544857647623,false,false
Dress,0763868001.jpg,7,0.1516704561697907,false,false
Dress,0786022008.jpg,0,0.010821673349515604,false,false
Dress,0786022008.jpg,1,0.011420173920787263,false,false
Dress,0786022008.jpg,2,0.009393453155576638,false,false
Dress,0786022008.jpg,3,0.008999435156394881,false,false
Dress,0786022008.jpg,4,0.03226405031835996,false,false
Dress,0786022008.jpg,5,0.009270113358677098,false,false
Dress,0786022008.jpg,6,0.027428087419146468,false,false
Dress,0786022008.jpg,7,0.013547202311721728,false,false
Dress,0763468005.jpg,0,0.010181976959264639,false,false
Dress,0763468005.jpg,1,0.08174545169742535,false,false
Dress,0763468005.jpg,2,0.04798081219356592,false,false
Dress,0763468005.jpg,3,0.07683417820494505,false,false
Dress,0763468005.jpg,4,0.07858051013094253,false,false
Dress,0763468005.jpg,5,0.005520640554506361,false,false
Dress,0763468005.jpg,6,0.0520418864477934,false,false
Dress,0763468005.jpg,7,0.06012068233490656,false,false
Dress,0717849004.jpg,0,0.12156487560346908,false,false
Dress,0717849004.jpg,1,0.10236151613828418,false,false
Dress,0717849004.jpg,2,0.0687617878708727,false,false
Dress,0717849004.jpg,3,0.08583865827475806,false,false
Dress,0717849004.jpg,4,0.10344889624164309,false,false
Dress,0717849004.jpg,5,0.09651200339149141,false,false
Dress,0717849004.jpg,6,0.047837191121641746,false,false
Dress,0717849004.jpg,7,0.09079394142084367,false,false
Dress,0743803003.jpg,0,0.02974914717592986,false,false
Dress,0743803003.jpg,1,0.015293288932369914,false,false
Dress,0743803003.jpg,2,0.04407926902906782,false,false
Dress,0743803003.jpg,3,0.0258404583839284,false,false
Dress,0743803003.jpg,4,0.04416867883734465,false,false
Dress,0743803003.jpg,5,0.02630742006777924,false,false
Dress,0743803003.jpg,6,0.02889797173753876,false,false
Dress,0743803003.jpg,7,0.018048147203525766,false,false
Dress,0641187004.jpg,0,0.009598169411987573,false,false
Dress,0641187004.jpg,1,0.014525698843194376,false,false
Dress,0641187004.jpg,2,0.029104020634402955,false,false
Dress,0641187004.jpg,3,0.004881281688679643,false,false
Dress,0641187004.jpg,4,0.020324911558844718,false,false
Dress,0641187004.jpg,5,0.029348167945471057,false,false
Dress,0641187004.jpg,6,0.011544815589266176,false,false
Dress,0641187004.jpg,7,0.07171374653289271,false,false
Dress,0854232002.jpg,0,0.0686449458645763,false,false
Dress,0854232002.jpg,1,0.08685177759259798,false,false
Dress,0854232002.jpg,2,2.891891715407413,false,false
Dress,0854232002.jpg,3,0.20872291846496865,false,false
Dress,0854232002.jpg,4,4.759923445881974,false,false
Dress,0854232002.jpg,5,4.744738677853287,false,false
Dress,0854232002.jpg,6,0.20286132492809647,false,false
Dress,0854232002.jpg,7,4.71161354872053,false,false
Dress,0926277002.jpg,0,0.032650907396976674,false,false
Dress,0926277002.jpg,1,0.013095922135520648,false,false
Dress,0926277002.jpg,2,0.056263999426301115,false,false
Dress,0926277002.jpg,3,0.05629440401582014,false,false
Dress,0926277002.jpg,4,0.013264771619698372,false,false
Dress,0926277002.jpg,5,0.026395634045868942,false,false
Dress,0926277002.jpg,6,0.02067502916643856,false,false
Dress,0926277002.jpg,7,0.02641513515374903,false,false
Dress,0719686001.jpg,0,0.004288146393008449,false,false
Dress,0719686001.jpg,1,0.1868553909358683,false,false
Dress,0719686001.jpg,2,0.1136366466181083,false,false
Dress,0719686001.jpg,3,0.18708879287817523,false,false
Dress,0719686001.jpg,4,0.08483500849662125,false,false
Dress,0719686001.jpg,5,0.22577499467312573,false,false
Dress,0719686001.jpg,6,0.22037772832410998,false,false
Dress,0719686001.jpg,7,0.043830279099456006,false,false
Dress,0812683006.jpg,0,0.02325685074922544,false,false
Dress,0812683006.jpg,1,0.04936539765019167,false,false
Dress,0812683006.jpg,2,0.05841071553642693,false,false
Dress,0812683006.jpg,3,0.05142261606776152,false,false
Dress,0812683006.jpg,4,0.015327118600691293,false,false
Dress,0812683006.jpg,5,0.02292675940505186,false,false
Dress,0812683006.jpg,6,0.024288985095967712,false,false
Dress,0812683006.jpg,7,0.047972286237984725,false,false
Dress,0803582001.jpg,0,0.03396724112627023,false,false
Dress,0803582001.jpg,1,0.03378757834520595,false,false
Dress,0803582001.jpg,2,0.0679019966183146,false,false
Dress,0803582001.jpg,3,0.029905497395630722,false,false
Dress,0803582001.jpg,4,0.068966904466033,false,false
Dress,0803582001.jpg,5,0.02769167067731733,false,false
Dress,0803582001.jpg,6,0.06676140939121479,false,false
Dress,0803582001.jpg,7,0.026901269964370277,false,false
Dress,0853376002.jpg,0,0.017495298217148115,false,false
Dress,0853376002.jpg,1,0.02188797699853835,false,false
Dress,0853376002.jpg,2,0.02064286860525735,false,false
Dress,0853376002.jpg,3,0.009471432701712749,false,false
Dress,0853376002.jpg,4,0.019386410872921932,false,false
Dress,0853376002.jpg,5,0.011185266088109479,false,false
Dress,0853376002.jpg,6,0.01450517809792933,false,false
Dress,0853376002.jpg,7,0.012186691287133351,false,false
Dress,0542435001.jpg,0,0.06793843124355993,false,false
Dress,0542435001.jpg,1,0.06121867505219025,false,false
Dress,0542435001.jpg,2,0.05551215980270394,false,false
Dress,0542435001.jpg,3,0.05559899989222815,false,false
Dress,0542435001.jpg,4,0.010894024259269523,false,false
Dress,0542435001.jpg,5,0.0364533079568593,false,false
Dress,0542435001.jpg,6,0.008458617686373083,false,false
Dress,0542435001.jpg,7,0.013806172334117585,false,false
Dress,0822044001.jpg,0,0.10776246234757214,false,false
Dress,0822044001.jpg,1,0.05314377662677735,false,false
Dress,0822044001.jpg,2,0.0524243257069469,false,false
Dress,0822044001.jpg,3,0.06058477703881712,false,false
Dress,0822044001.jpg,4,0.032692972314584096,false,false
Dress,0822044001.jpg,5,0.05798938156419913,false,false
Dress,0822044001.jpg,6,0.037310589986719406,false,false
Dress,0822044001.jpg,7,0.1180024993430147,false,false
Dress,0771537001.jpg,0,0.044958307450152626,false,false
Dress,0771537001.jpg,1,0.031387528131348826,false,false
Dress,0771537001.jpg,2,0.04082265404116605,false,false
Dress,0771537001.jpg,3,0.011312265571892214,false,false
Dress,0771537001.jpg,4,0.0740812144396506,false,false
Dress,0771537001.jpg,5,0.11803971836241475,false,false
Dress,0771537001.jpg,6,0.16818241703105993,false,false
Dress,0771537001.jpg,7,0.0281401924493203,false,false
Dress,0760214005.jpg,0,0.019442719318059944,false,false
Dress,0760214005.jpg,1,0.005814286242869465,false,false
Dress,0760214005.jpg,2,0.05419246370038285,false,false
Dress,0760214005.jpg,3,0.006334788233784471,false,false
Dress,0760214005.jpg,4,0.056222767756611204,false,false
Dress,0760214005.jpg,5,0.005762389698762575,false,false
Dress,0760214005.jpg,6,0.017719130485171177,false,false
Dress,0760214005.jpg,7,0.05659608278128684,false,false
Dress,0803518003.jpg,0,0.048307725167921686,false,false
Dress,0803518003.jpg,1,0.4474906501630285,false,false
Dress,0803518003.jpg,2,0.04293008749246082,false,false
Dress,0803518003.jpg,3,0.019134686875333966,false,false
Dress,0803518003.jpg,4,0.044748309244202505,false,false
Dress,0803518003.jpg,5,0.030690918908539505,false,false
Dress,0803518003.jpg,6,0.4341289482227124,false,false
Dress,0803518003.jpg,7,0.0633431650957525,false,false
Top,0819520002.jpg,0,0.0037780058983290063,false,false
Top,0819520002.jpg,1,0.01270344854015456,false,false
Top,0819520002.jpg,2,0.007953084060475051,false,false
Top,0819520002.jpg,3,0.014991983991311209,false,false
Top,0819520002.jpg,4,0.0061403835811560895,false,false
Top,0819520002.jpg,5,0.005951372975034951,false,false
Top,0819520002.jpg,6,0.01269998876675969,false,false
Top,0819520002.jpg,7,0.011087449584999742,false,false
Top,0898918001.jpg,0,0.010000570174074462,false,false
Top,0898918001.jpg,1,0.00942991881718085,false,false
Top,0898918001.jpg,2,0.010073947238985142,false,false
Top,0898918001.jpg,3,0.008974451855400706,false,false
Top,0898918001.jpg,4,0.05190633654113326,false,false
Top,0898918001.jpg,5,0.008879123055409012,false,false
Top,0898918001.jpg,6,0.010205846183530336,false,false
Top,0898918001.jpg,7,0.0007109569249491507,false,false
Top,0714493002.jpg,0,0.10969315353768305,false,false
Top,0714493002.jpg,1,0.003134482391348784,false,false
Top,0714493002.jpg,2,0.0026362681975940915,false,false
Top,0714493002.jpg,3,0.0037596068238112098,false,false
Top,0714493002.jpg,4,0.003373395127157923,false,false
Top,0714493002.jpg,5,0.004297270722337979,false,false
Top,0714493002.jpg,6,0.0027178930319698875,false,false
Top,0714493002.jpg,7,0.0028421670020830785,false,false
Top,0316441005.jpg,0,0.07232174254484314,false,false
Top,0316441005.jpg,1,0.11255813430935392,false,false
Top,0316441005.jpg,2,0.07177193603245247,false,false
Top,0316441005.jpg,3,0.03775255413256168,false,false
Top,0316441005.jpg,4,0.10700602581918502,false,false
Top,0316441005.jpg,5,0.10628719341606145,false,false
Top,0316441005.jpg,6,0.1115519267226825,false,false
Top,0316441005.jpg,7,0.05743158607749001,false,false
Top,0784926002.jpg,0,0.002913197633908692,false,false
Top,0784926002.jpg,1,0.045531388483455795,false,false
Top,0784926002.jpg,2,0.004904354951151322,false,false
Top,0784926002.jpg,3,0.003823229114905687,false,false
Top,0784926002.jpg,4,0.0032379986088687733,false,false
Top,0784926002.jpg,5,0.001796580327541823,false,false
Top,0784926002.jpg,6,0.0020469831895663965,false,false
Top,0784926002.jpg,7,0.0008882487354997865,false,false
Top,0681657002.jpg,0,0.08325495905966906,false,false
Top,0681657002.jpg,1,0.08158795399041908,false,false
Top,0681657002.jpg,2,0.08226133083130324,false,false
Top,0681657002.jpg,3,0.003599147130760803,false,false
Top,0681657002.jpg,4,0.08149404232957874,false,false
Top,0681657002.jpg,5,0.0804676542829978,false,false
Top,0681657002.jpg,6,0.0810273882990285,false,false
Top,0681657002.jpg,7,0.08164964516085328,false,false
Top,0828050001.jpg,0,0.3658000296556511,false,false
Top,0828050001.jpg,1,0.0035475341604935375,false,false
Top,0828050001.jpg,2,0.002688544843564836,false,false
Top,0828050001.jpg,3,0.0021558501341155216,false,false
Top,0828050001.jpg,4,0.0019552413772322445,false,false
Top,0828050001.jpg,5,0.004662674122558602,false,false
Top,0828050001.jpg,6,0.0023151903446877735,false,false
Top,0828050001.jpg,7,0.8030977069970221,false,false
Top,0768931001.jpg,0,0.0038244466962841354,false,false
Top,0768931001.jpg,1,0.004553761889452486,false,false
Top,0768931001.jpg,2,0.0017231107026736306,false,false
Top,0768931001.jpg,3,0.0017031549765896181,false,false
Top,0768931001.jpg,4,0.004388524131825919,false,false
Top,0768931001.jpg,5,0.0027807673350917737,false,false
Top,0768931001.jpg,6,0.003474075074803214,false,false
Top,0768931001.jpg,7,0.0024527451393285115,false,false
Top,0767813002.jpg,0,0.017088409813379758,false,false
Top,0767813002.jpg,1,0.12913137600763466,false,false
Top,0767813002.jpg,2,0.0051551395919758195,false,false
Top,0767813002.jpg,3,0.12594103009761132,false,false
Top,0767813002.jpg,4,0.07743601151943634,false,false
Top,0767813002.jpg,5,0.002438543606373018,false,false
Top,0767813002.jpg,6,0.056061860295594686,false,false
Top,0767813002.jpg,7,0.005157362065776617,false,false
Top,0827428006.jpg,0,0.0012323676711376774,false,false
Top,0827428006.jpg,1,0.0009628103567959562,false,false
Top,0827428006.jpg,2,0.0013529933750400002,false,false
Top,0827428006.jpg,3,0.20751691456487759,false,false
Top,0827428006.jpg,4,0.0008696692853979283,false,false
Top,0827428006.jpg,5,0.21985032999339718,false,false
Top,0827428006.jpg,6,0.2092914858974897,false,false
Top,0827428006.jpg,7,0.22207183774845377,false,false
Top,0767925005.jpg,0,0.05760271733528625,false,false
Top,0767925005.jpg,1,0.05660313695754232,false,false
Top,0767925005.jpg,2,0.058730753247687215,false,false
Top,0767925005.jpg,3,0.057290925543563694,false,false
Top,0767925005.jpg,4,0.05778396295092442,false,false
Top,0767925005.jpg,5,0.05714459631500406,false,false
Top,0767925005.jpg,6,0.057652491322141806,false,false
Top,0767925005.jpg,7,0.0573678792797432,false,false
Top,0917843002.jpg,0,0.07867162686405237,false,false
Top,0917843002.jpg,1,0.080227413923612,false,false
Top,0917843002.jpg,2,0.08079635373974044,false,false
Top,0917843002.jpg,3,0.005394157529860951,false,false
Top,0917843002.jpg,4,0.080026809089688,false,false
Top,0917843002.jpg,5,0.07838311403061791,false,false
Top,0917843002.jpg,6,0.0056348498608157745,false,false
Top,0917843002.jpg,7,0.08086460959038928,false,false
Top,0928461002.jpg,0,0.0029410616350199555,false,false
Top,0928461002.jpg,1,0.0012384022367095608,false,false
Top,0928461002.jpg,2,0.0034026474349099643,false,false
Top,0928461002.jpg,3,0.0012408371420526054,false,false
Top,0928461002.jpg,4,0.004206553490605998,false,false
Top,0928461002.jpg,5,0.002349361599404919,false,false
Top,0928461002.jpg,6,0.0011020449755063744,false,false
Top,0928461002.jpg,7,0.0018018774709703913,false,false
Top,0685347002.jpg,0,0.03834704059598589,false,false
Top,0685347002.jpg,1,0.03789683611821031,false,false
Top,0685347002.jpg,2,0.001423890993842424,false,false
Top,0685347002.jpg,3,0.0010547002415107688,false,false
Top,0685347002.jpg,4,0.03756069520773412,false,false
Top,0685347002.jpg,5,0.03888856807865093,false,false
Top,0685347002.jpg,6,0.0375452219009455,false,false
Top,0685347002.jpg,7,0.03815775318901761,false,false
Top,0611024002.jpg,0,0.001718777856074026,false,false
Top,0611024002.jpg,1,0.0010263022993943955,false,false
Top,0611024002.jpg,2,0.00040887281803721475,false,false
Top,0611024002.jpg,3,0.0012338310738931233,false,false
Top,0611024002.jpg,4,0.0009435116019996163,false,false
Top,0611024002.jpg,5,0.0004371212050680267,false,false
Top,0611024002.jpg,6,0.0008584707991382358,false,false
Top,0611024002.jpg,7,0.0018527094328303433,false,false
Top,0767225001.jpg,0,0.004394823485146073,false,false
Top,0767225001.jpg,1,0.003763544646215105,false,false
Top,0767225001.jpg,2,0.41283710044082067,false,false
Top,0767225001.jpg,3,0.09653599693535105,false,false
Top,0767225001.jpg,4,0.4143729437061433,false,false
Top,0767225001.jpg,5,0.4130930657445311,false,false
Top,0767225001.jpg,6,0.41477617702761815,false,false
Top,0767225001.jpg,7,0.004411812494537956,false,false
Top,0575141005.jpg,0,0.0024063110327594115,false,false
Top,0575141005.jpg,1,0.0018721592231928778,false,false
Top,0575141005.jpg,2,0.004503284397871885,false,false
Top,0575141005.jpg,3,0.003981722127763812,false,false
Top,0575141005.jpg,4,0.027623901936621294,false,false
Top,0575141005.jpg,5,0.0043198674302043355,false,false
Top,0575141005.jpg,6,0.003531633468804315,false,false
Top,0575141005.jpg,7,0.0035902762536854245,false,false
Top,0732114002.jpg,0,0.023188549471338887,false,false
Top,0732114002.jpg,1,0.02487474789482598,false,false
Top,0732114002.jpg,2,0.08000254850220405,false,false
Top,0732114002.jpg,3,0.03206438018395094,false,false
Top,0732114002.jpg,4,0.014369415486703353,false,false
Top,0732114002.jpg,5,0.019168178311795125,false,false
Top,0732114002.jpg,6,0.02795826710391191,false,false
Top,0732114002.jpg,7,0.02500413789409959,false,false
Top,0549639003.jpg,0,0.17157044075134384,true,false
Top,0549639003.jpg,1,0.04344031979542019,false,false
Top,0549639003.jpg,2,0.2307349959478444,false,false
Top,0549639003.jpg,3,0.05635034186437205,false,false
Top,0549639003.jpg,4,0.14230440644515996,true,false
Top,0549639003.jpg,5,0.03714421676205196,false,false
Top,0549639003.jpg,6,0.2604531609841741,false,false
Top,0549639003.jpg,7,0.2370705135462168,false,false
Bikini top,0832330003.jpg,0,0.19979981763748494,false,false
Bikini top,0832330003.jpg,1,0.513881946457266,false,false
Bikini top,0832330003.jpg,2,0.2639797693101482,false,false
Bikini top,0832330003.jpg,3,0.3970333336723015,false,false
Bikini top,0832330003.jpg,4,0.26791217924577143,false,false
Bikini top,0832330003.jpg,5,0.23972451866009,false,false
Bikini top,0832330003.jpg,6,0.3819621363875516,false,false
Bikini top,0832330003.jpg,7,0.29460599944329835,false,false
Bikini top,0776237021.jpg,0,0.0702051210659184,false,false
