style_id,article_id,image_path,units_sold_last_26w,framing_ok,framing_raw,border_std,colour_ok,colour_raw,pattern_ok,pattern_raw,is_full_garment,screening_note
Ladieswear || Sweater || Knitwear || Beige || Melange,863646003,data\images\0863646003.jpg,700,true,Yes.,1.6502408040250742,true,Yes.,true,Yes.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,734435004,data\images\0734435004.jpg,1511,true,Yes.,2.9473658170237784,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,868762002,data\images\0868762002.jpg,1329,true,Yes.,3.26320807767989,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,861848004,data\images\0861848004.jpg,938,true,Yes.,3.803895677306236,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,822158003,data\images\0822158003.jpg,662,true,Yes.,3.1467188384542566,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,892850001,data\images\0892850001.jpg,354,true,Yes.,2.8701309873323697,false,No.,true,No.,false,dropped: failed a check
Ladieswear || Dress || Dresses Ladies || Red || Solid,935840002,data\images\0935840002.jpg,198,true,Yes.,3.0689458637803133,false,No.,true,No.,false,dropped: failed a check
Ladieswear || Dress || Dresses Ladies || Red || Solid,891532002,data\images\0891532002.jpg,165,true,Yes.,3.255028730172861,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,844799001,data\images\0844799001.jpg,151,true,Yes.,2.215492541854366,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,765972001,data\images\0765972001.jpg,124,true,Yes.,4.773172042947676,true,Yes.,true,Stripes.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,806516002,data\images\0806516002.jpg,101,true,Yes.,1.4239113293584043,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,763868001,data\images\0763868001.jpg,94,true,Yes.,4.172099962927967,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,786022008,data\images\0786022008.jpg,94,true,Yes.,2.4139453421545896,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,763468005,data\images\0763468005.jpg,90,true,Yes.,3.985584812912637,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,717849004,data\images\0717849004.jpg,64,true,Yes.,4.89928229931334,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,743803003,data\images\0743803003.jpg,64,true,Yes.,5.009841324741795,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,641187004,data\images\0641187004.jpg,59,true,Yes.,3.1805866476081994,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,866611002,data\images\0866611002.jpg,57,true,Yes.,4.236145034782549,false,No.,true,No.,false,dropped: failed a check
Ladieswear || Dress || Dresses Ladies || Red || Solid,771602002,data\images\0771602002.jpg,50,true,Yes.,1.964884855178688,false,No.,true,No.,false,dropped: failed a check
Ladieswear || Dress || Dresses Ladies || Red || Solid,854232002,data\images\0854232002.jpg,46,true,Yes.,5.916678700726474,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,926277002,data\images\0926277002.jpg,41,true,Yes.,3.1191524937068404,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,719686001,data\images\0719686001.jpg,37,true,Yes.,4.45453069957488,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,812683006,data\images\0812683006.jpg,34,true,Yes.,4.233918825221758,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,803582001,data\images\0803582001.jpg,33,true,Yes.,3.3219949381827436,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,853376002,data\images\0853376002.jpg,33,true,Yes.,3.1388873024373054,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,542435001,data\images\0542435001.jpg,32,true,Yes.,9.988964820004954,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,822044001,data\images\0822044001.jpg,32,true,Yes.,2.7572805401545746,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,771537001,data\images\0771537001.jpg,31,true,Yes.,4.612061510783375,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,760214005,data\images\0760214005.jpg,26,true,Yes.,4.7643316656273225,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,803518003,data\images\0803518003.jpg,22,true,Yes.,4.279455831999744,true,Yes.,true,No.,true,kept
Ladieswear || Dress || Dresses Ladies || Red || Solid,726186001,data\images\0726186001.jpg,17,true,Yes.,2.7187732591692355,true,Yes.,true,Floral.,false,dropped: beyond target 25
Ladieswear || Dress || Dresses Ladies || Red || Solid,805966002,data\images\0805966002.jpg,17,true,Yes.,1.6092731212241753,true,Yes.,true,No.,false,dropped: beyond target 25
Ladieswear || Dress || Dresses Ladies || Red || Solid,787235002,data\images\0787235002.jpg,16,true,Yes.,2.950554579014781,true,Yes.,true,No.,false,dropped: beyond target 25
Ladieswear || Dress || Dresses Ladies || Red || Solid,810592002,data\images\0810592002.jpg,16,true,Yes.,2.190989214569166,true,Yes.,true,No.,false,dropped: beyond target 25
Ladieswear || Dress || Dresses Ladies || Red || Solid,726003004,data\images\0726003004.jpg,14,true,Yes.,7.243454883401992,true,Yes.,true,No.,false,dropped: beyond target 25
Ladieswear || Dress || Dresses Ladies || Red || Solid,802733001,data\images\0802733001.jpg,9,true,Yes.,6.133636953470227,true,Yes.,true,Stripes.,false,dropped: beyond target 25
Ladieswear || Dress || Dresses Ladies || Red || Solid,835247002,data\images\0835247002.jpg,9,true,Yes.,5.32959806972207,true,Yes.,true,No.,false,dropped: beyond target 25
Ladieswear || Dress || Dresses Ladies || Red || Solid,929042002,data\images\0929042002.jpg,8,true,Yes.,2.4388338257224595,false,No.,true,No.,false,dropped: failed a check
Ladieswear || Dress || Dresses Ladies || Red || Solid,745138002,data\images\0745138002.jpg,6,true,Yes.,5.573445271262931,true,Yes.,true,No.,false,dropped: beyond target 25
Ladieswear || Dress || Dresses Ladies || Red || Solid,587674001,data\images\0587674001.jpg,5,true,Yes.,11.642522115319764,true,Yes.,true,No.,false,dropped: beyond target 25
Ladieswear || Dress || Dresses Ladies || Red || Solid,787696008,data\images\0787696008.jpg,5,true,Yes.,2.152939078746866,true,Yes.,true,No.,false,dropped: beyond target 25
Ladieswear || Top || Jersey Basic || White || Solid,819520002,data\images\0819520002.jpg,925,true,Yes.,1.5929809442689797,true,Yes.,true,No.,true,kept
Ladieswear || Top || Jersey Basic || White || Solid,898918001,data\images\0898918001.jpg,573,true,Yes.,1.5489492760018133,true,Yes.,true,No.,true,kept
Ladieswear || Top || Jersey Basic || White || Solid,714493002,data\images\0714493002.jpg,418,true,Yes.,2.9830363063942626,true,Yes.,true,No.,true,kept
Ladieswear || Top || Jersey Basic || White || Solid,316441005,data\images\0316441005.jpg,383,true,Yes.,6.698726957898557,true,Yes.,true,No.,true,kept
Ladieswear || Top || Jersey Basic || White || Solid,784926002,data\images\0784926002.jpg,349,true,Yes.,1.475730472138396,true,Yes.,true,No.,true,kept
Ladieswear || Top || Jersey Basic || White || Solid,681657002,data\images\0681657002.jpg,329,true,Yes.,5.244207835814069,true,Yes.,true,No.,true,kept
Ladieswear || Top || Jersey Basic || White || Solid,828050001,data\images\0828050001.jpg,279,true,Yes.,2.178228596489697,true,Yes.,true,No.,true,kept
Ladieswear || Top || Jersey Basic || White || Solid,768931001,data\images\0768931001.jpg,198,true,Yes.,1.750193860494999,true,Yes.,true,No.,true,kept
Ladieswear || Top || Jersey Basic || White || Solid,767813002,data\images\0767813002.jpg,153,true,Yes.,4.073920646856667,true,Yes.,true,No.,true,kept
Ladieswear || Top || Jersey Basic || White || Solid,827428006,data\images\0827428006.jpg,147,true,Yes.,1.6701667074024302,true,Yes.,true,No.,true,kept
Ladieswear || Top || Jersey Basic || White || Solid,767925005,data\images\0767925005.jpg,125,true,Yes.,1.048859059311277,true,Yes.,true,No.,true,kept
Ladieswear || Top || Jersey Basic || White || Solid,917843002,data\images\0917843002.jpg,111,true,Yes.,2.1234953595446338,true,Yes.,true,No.,true,kept
Ladieswear || Top || Jersey Basic || White || Solid,928461002,data\images\0928461002.jpg,75,true,Yes.,2.2939447779797573,true,Yes.,true,No.,true,kept
Ladieswear || Top || Jersey Basic || White || Solid,685347002,data\images\0685347002.jpg,43,true,Yes.,3.696585113636487,true,Yes.,true,No.,true,kept
Ladieswear || Top || Jersey Basic || White || Solid,611024002,data\images\0611024002.jpg,33,true,Yes.,3.901463315579615,true,Yes.,true,No.,true,kept
Ladieswear || Top || Jersey Basic || White || Solid,767225001,data\images\0767225001.jpg,12,true,Yes.,1.9897131725598878,true,Yes.,true,No.,true,kept
Ladieswear || Top || Jersey Basic || White || Solid,575141005,data\images\0575141005.jpg,8,true,Yes.,2.456488816154403,true,Yes.,true,No.,true,kept
Ladieswear || Top || Jersey Basic || White || Solid,732114002,data\images\0732114002.jpg,2,true,Yes.,4.368532290229708,true,Yes.,true,No.,true,kept
Ladieswear || Top || Jersey Basic || White || Solid,549639003,data\images\0549639003.jpg,1,true,Yes.,1.9807211246917185,true,Yes.,true,No.,true,kept
